identificatie,postcode,huisnummer,oppervlakte,gebruiksdoel,status,pand_identificatie
0361010000004789,1824EW,120,137,woonfunctie,Verblijfsobject in gebruik,0361100000102759
0361010000003712,1825PX,25,68,woonfunctie,Verblijfsobject in gebruik,0361100000103802
0361010000005694,1829XH,54,149,woonfunctie,Verblijfsobject in gebruik,0361100000010687
0361010000002802,1816BP,93,93,woonfunctie,Verblijfsobject in gebruik,0361100000024503
0361010000003204,1831AB,22,121,woonfunctie,Verblijfsobject in gebruik,0361100000047871
0361010000005247,1827DC,23,75,woonfunctie,Verblijfsobject in gebruik,0361100000041808
0361010000004239,1827JV,74,108,woonfunctie,Verblijfsobject in gebruik,0361100000046881
0361010000002350,1817HL,78,131,woonfunctie,Verblijfsobject in gebruik,0361100000102642
0361010000004790,1824EW,122,137,woonfunctie,Verblijfsobject in gebruik,0361100000026045
0361010000005695,1829XH,56,124,woonfunctie,Verblijfsobject in gebruik,0361100000010684
0361010000003205,1831AB,24,148,woonfunctie,Verblijfsobject in gebruik,0361100000047870
0361010000005248,1827DD,24,80,woonfunctie,Verblijfsobject in gebruik,0361100000042183
0361010000004240,1827JV,75,108,woonfunctie,Verblijfsobject in gebruik,0361100000046875
0361010000003713,1825PX,26,68,woonfunctie,Verblijfsobject in gebruik,0361100000103802
0361010000004791,1824EW,124,137,woonfunctie,Verblijfsobject in gebruik,0361100000102760
0361010000002351,1817HL,80,131,woonfunctie,Verblijfsobject in gebruik,0361100000027739
0361010000002803,1817MN,94,238,woonfunctie,Verblijfsobject in gebruik,0361100000031462
0361010000005696,1829XH,58,125,woonfunctie,Verblijfsobject in gebruik,0361100000010683
0361010000005249,1827DC,25,75,woonfunctie,Verblijfsobject in gebruik,0361100000041809
0361010000003206,1831AB,26,125,woonfunctie,Verblijfsobject in gebruik,0361100000047869
0361010000004241,1827JV,76,108,woonfunctie,Verblijfsobject in gebruik,0361100000046874
0361010000001822,1811DL,16,71,woonfunctie,Verblijfsobject in gebruik,0361100000105110
0361010000004792,1824EW,126,137,woonfunctie,Verblijfsobject in gebruik,0361100000102761
0361010000002352,1817HL,84,131,woonfunctie,Verblijfsobject in gebruik,0361100000028650
0361010000005250,1827DC,27,78,woonfunctie,Verblijfsobject in gebruik,0361100000041812
0361010000003714,1825PX,27,68,woonfunctie,Verblijfsobject in gebruik,0361100000103802
0361010000001823,1811DL,18,82,"industriefunctie,winkelfunctie",Verblijfsobject in gebruik,0361100000105110
0361010000004793,1824EW,128,137,woonfunctie,Verblijfsobject in gebruik,0361100000026049
0361010000004242,1827JV,77,108,woonfunctie,Verblijfsobject in gebruik,0361100000046872
0361010000002353,1817HL,86,133,woonfunctie,Verblijfsobject in gebruik,0361100000028652
0361010000005251,1827DC,29,78,woonfunctie,Verblijfsobject in gebruik,0361100000041814
0361010000004794,1824EW,130,137,woonfunctie,Verblijfsobject in gebruik,0361100000026051
0361010000004243,1827JV,78,108,woonfunctie,Verblijfsobject in gebruik,0361100000046871
0361010000003715,1825PX,28,68,woonfunctie,Verblijfsobject in gebruik,0361100000103802
0361010000002807,1817MN,102,91,woonfunctie,Verblijfsobject in gebruik,0361100000028412
0361010000002354,1817HL,88,131,woonfunctie,Verblijfsobject in gebruik,0361100000102599
0361010000005252,1827DC,31,75,woonfunctie,Verblijfsobject in gebruik,0361100000041815
0361010000004795,1824EW,132,137,woonfunctie,Verblijfsobject in gebruik,0361100000026056
0361010000004244,1827JV,79,108,woonfunctie,Verblijfsobject in gebruik,0361100000046867
0361010000003207,1831AB,28,124,woonfunctie,Verblijfsobject in gebruik,0361100000047868
0361010000002355,1817HL,90,131,woonfunctie,Verblijfsobject in gebruik,0361100000028657
0361010000005698,1829XH,62,160,woonfunctie,Verblijfsobject in gebruik,0361100000011084
0361010000001824,1811DL,20,74,woonfunctie,Verblijfsobject in gebruik,0361100000105110
0361010000003716,1825PX,29,68,woonfunctie,Verblijfsobject in gebruik,0361100000103802
0361010000004796,1824EW,134,137,woonfunctie,Verblijfsobject in gebruik,0361100000026059
0361010000004245,1827JV,80,108,woonfunctie,Verblijfsobject in gebruik,0361100000046866
0361010000002809,1817MN,108,42,woonfunctie,Verblijfsobject in gebruik,0361100000028262
