postcode,p6_kwh_2023,p6_kwh_productie_2023,p6_gasm3_2023,p6_gas_aansluitingen_2023,p6_grondbeslag_m2,pc6_gemiddelde_woz_waarde_woning,pc6_eigendomssituatie_perc_koop,pc6_eigendomssituatie_perc_huur,pc6_eigendomssituatie_aantal_woningen_corporaties,buurtcode,wijkcode,gemeentecode,oppervlakte,woningequivalent,gas_ean_count,heat_demand_label_based,residential_share,address_count,p6_gasm3_2023_raw,climate_normalized,gas_input_kwh_annual,heat_gas_delivered,heat_nongas_estimated,heat_gross_annual,current_electrification_share,weight_res,weight_nonres,weight_E1,weight_E2,weight_G1,weight_G2
1483VA,2879.0,1259.0,1493.85,44,3565,343,60,40,5,BU03611003,WK036110,GM0361,2150.0,17,17,644685.0,1.0,17,1299.0,True,5692.016655,5236.6553226000005,8190.6660174,13427.32134,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VB,2508.0,936.0,1503.05,19,990,297,60,0,0,BU03611003,WK036110,GM0361,1232.0,10,10,390265.0,1.0,10,1307.0,True,5727.071415,5268.9057018,8241.1089182,13510.01462,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VC,2610.0,83.0,1178.75,28,953,216,0,80,10,BU03611003,WK036110,GM0361,1265.0,16,16,461987.5,1.0,16,1025.0,True,4491.391124999999,4132.079835,6462.996665,10595.0765,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VD,2427.0,848.0,1535.2499999999998,24,1161,301,80,0,0,BU03611003,WK036110,GM0361,1327.0,12,12,494000.0,1.0,12,1335.0,True,5849.763074999998,5381.782028999998,8417.659070999998,13799.441099999996,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VE,3176.0,250.0,1451.3,42,8016,333,90,0,0,BU03611003,WK036110,GM0361,2906.0,24,24,817002.5,1.0,24,1262.0,True,5529.88839,5087.4973188,7957.3676012,13044.86492,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VG,3527.0,574.0,1528.35,32,1217,263,30,70,15,BU03611003,WK036110,GM0361,2139.0,19,17,599772.5,1.0,19,1329.0,True,5823.472004999999,5357.594244599999,8379.8268954,13737.421139999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VH,2491.0,257.0,1423.6999999999998,37,1285,268,50,50,10,BU03611003,WK036110,GM0361,2341.0,21,21,700677.5,1.0,21,1238.0,True,5424.724109999999,4990.746181199999,7806.038898799999,12796.785079999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VJ,2139.0,616.0,1093.6499999999999,37,1538,278,80,0,0,BU03611003,WK036110,GM0361,2236.0,20,20,640937.5,1.0,20,951.0,True,4167.134594999999,3833.763827399999,5996.399832599999,9830.163659999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VK,2809.0,292.0,1695.1,18,1521,348,100,0,0,BU03611003,WK036110,GM0361,1270.0,10,10,335035.0,1.0,10,1474.0,True,6458.839529999999,5942.132367599999,9294.104472399998,15236.236839999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VL,1960.0,79.0,886.65,42,7430,289,90,0,0,BU03611003,WK036110,GM0361,2311.0,22,22,552170.0,1.0,22,771.0,True,3378.4024950000003,3108.1302954000003,4861.4345646,7969.56486,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VM,2960.0,607.0,1667.4999999999998,31,2545,331,90,0,0,BU03611003,WK036110,GM0361,2206.0,16,16,680077.5,1.0,16,1450.0,True,6353.675249999998,5845.381229999999,9142.775769999998,14988.156999999997,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VN,1880.0,302.0,963.6999999999999,20,644,0,80,0,0,BU03611003,WK036110,GM0361,1252.0,12,12,396917.5,1.0,12,838.0,True,3671.98611,3378.2272212,5283.893858799999,8662.121079999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VP,2449.0,12.0,1120.1,37,1443,271,90,0,0,BU03611003,WK036110,GM0361,2064.0,19,19,679530.0,1.0,19,974.0,True,4267.9170300000005,3926.4836676000004,6141.423172399999,10067.90684,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VR,8834.0,975.0,3130.2999999999997,33,8025,0,0,0,0,BU03611003,WK036110,GM0361,4842.0,39,3,1106630.0,0.0,8,2722.0,True,11927.38209,10973.1915228,187413.96622796924,198387.15775076923,0.9446879946907378,0.0,1.0,0.0,1.0,0.0,1.0
1483VS,8834.0,975.0,3130.2999999999997,33,8025,565,100,0,0,BU03611003,WK036110,GM0361,2860.0,16,16,587112.5,1.0,16,2722.0,True,11927.38209,10973.1915228,17163.196997199997,28136.388519999997,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VT,2774.0,0.0,778.55,78,34934,379,70,30,15,BU03611003,WK036110,GM0361,4811.0,48,48,795642.5,1.0,48,677.0,True,2966.5090649999997,2729.1883398,4268.7304802,6997.91882,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VV,4106.0,1041.0,1002.8,62,2307,438,100,0,0,BU03611003,WK036110,GM0361,4390.0,31,31,575980.0,1.0,31,872.0,True,3820.9688400000005,3515.2913328000004,5498.2761872,9013.56752,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VW,3846.0,1623.0,813.05,65,2389,352,70,30,0,BU03611003,WK036110,GM0361,4018.0,36,3,461432.5,1.0,36,707.0,True,3097.964414999999,2850.1272617999994,4457.8913582,7308.018619999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VX,3367.0,1072.0,813.05,65,2389,383,90,0,0,BU03611003,WK036110,GM0361,4001.0,32,32,530132.5,1.0,32,707.0,True,3097.964414999999,2850.1272617999994,4457.8913582,7308.018619999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483VZ,4176.0,2086.0,0.0,0,0,426,80,20,0,BU03611003,WK036110,GM0361,3876.0,29,0,450877.5,1.0,29,0.0,True,0.0,0.0,450877.5,450877.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1483WB,16825.0,0.0,2251.7,68,11376,0,0,0,0,BU03611003,WK036110,GM0361,2741.0,22,4,357212.5,0.0,7,1958.0,True,8579.65251,7893.2803091999995,12345.899970799997,20239.180279999997,0.61,0.0,1.0,0.0,1.0,0.0,1.0
1483WC,7781.0,712.0,2251.7,68,11376,0,0,0,0,BU03611003,WK036110,GM0361,320.0,2,1,64800.0,0.0,1,1958.0,True,8579.65251,7893.2803091999995,12345.899970799997,20239.180279999997,0.61,0.0,1.0,0.0,1.0,0.0,1.0
1483WD,7781.0,712.0,2251.7,68,11376,198,0,0,0,BU03611003,WK036110,GM0361,632.0,8,8,110600.0,1.0,8,1958.0,True,8579.65251,7893.2803091999995,12345.899970799997,20239.180279999997,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483WE,7781.0,712.0,2251.7,68,11376,414,0,0,0,BU03611003,WK036110,GM0361,825.0,6,6,121085.0,1.0,6,1958.0,True,8579.65251,7893.2803091999995,12345.899970799997,20239.180279999997,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483WG,7781.0,712.0,2251.7,68,11376,0,0,0,0,BU03611003,WK036110,GM0361,939.0,7,1,117375.0,0.0,1,1958.0,True,8579.65251,7893.2803091999995,12345.899970799997,20239.180279999997,0.61,0.0,1.0,0.0,1.0,0.0,1.0
1483XA,2189.0,62.0,2251.7,68,11376,269,80,0,0,BU03611003,WK036110,GM0361,1480.0,13,13,448587.5,1.0,13,1958.0,True,8579.65251,7893.2803091999995,12345.899970799997,20239.180279999997,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483XB,3277.0,111.0,1155.75,31,1020,274,100,0,0,BU03611003,WK036110,GM0361,1664.0,16,16,477035.0,1.0,16,1005.0,True,4403.754225000001,4051.4538870000006,6336.889413,10388.3433,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483XC,2494.0,743.0,1557.1,49,2793,358,80,20,5,BU03611003,WK036110,GM0361,3605.0,27,27,1026267.5,1.0,27,1354.0,True,5933.0181299999995,5458.3766796,8537.4609604,13995.83764,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483XD,2406.0,482.0,1313.3,59,3109,383,0,0,0,BU03611003,WK036110,GM0361,914.0,6,6,272030.0,1.0,6,1142.0,True,5004.06699,4603.7416308,7200.7240892,11804.46572,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483XE,2406.0,482.0,1313.3,59,3109,275,100,0,0,BU03611003,WK036110,GM0361,2811.0,25,25,825212.5,1.0,25,1142.0,True,5004.06699,4603.7416308,7200.7240892,11804.46572,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483XG,2772.0,282.0,1530.6499999999999,45,1924,278,60,40,10,BU03611003,WK036110,GM0361,2916.0,24,24,830727.5,1.0,24,1331.0,True,5832.2356949999985,5365.656839399999,8392.4376206,13758.094459999998,0.6100000000000001,1.0,0.0,1.0,0.0,1.0,0.0
1483XH,2541.0,170.0,1405.3,32,945,261,30,70,10,BU03611003,WK036110,GM0361,1987.0,18,17,498737.5,1.0,18,1222.0,True,5354.614589999999,4926.2454228,7705.153097199999,12631.398519999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483XJ,2510.0,89.0,1182.1999999999998,43,1290,265,60,40,10,BU03611003,WK036110,GM0361,2600.0,23,23,709200.0,1.0,23,1028.0,True,4504.536659999999,4144.173727199999,6481.912752799999,10626.086479999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483XK,2795.0,407.0,1113.1999999999998,30,1709,310,80,0,0,BU03611003,WK036110,GM0361,1873.0,16,16,513215.0,1.0,16,968.0,True,4241.625959999999,3902.2958831999995,6103.590996799999,10005.886879999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483XL,3092.0,290.0,1334.0,33,1090,273,100,0,0,BU03611003,WK036110,GM0361,1803.0,17,17,578817.5,1.0,17,1160.0,True,5082.9402,4676.304984,7314.2206160000005,11990.5256,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483XM,2873.0,347.0,1313.3,38,1682,279,100,0,0,BU03611003,WK036110,GM0361,2405.0,22,22,743422.5,1.0,22,1142.0,True,5004.06699,4603.7416308,7200.7240892,11804.46572,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483XN,3267.0,1633.0,1815.85,30,2791,428,100,0,0,BU03611003,WK036110,GM0361,2458.0,16,16,768592.5,1.0,16,1579.0,True,6918.933254999999,6365.4185946,9956.1675454,16321.58614,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483XP,2768.0,1904.0,1423.6999999999998,29,1418,347,80,0,0,BU03611003,WK036110,GM0361,2201.0,16,16,566842.5,1.0,16,1238.0,True,5424.724109999999,4990.746181199999,7806.038898799999,12796.785079999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483XR,2046.0,394.0,965.9999999999999,32,1110,307,50,50,5,BU03611003,WK036110,GM0361,2009.0,17,17,534720.0,1.0,17,840.0,True,3680.749799999999,3386.2898159999995,5296.504583999999,8682.794399999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1483XS,3399.0,389.0,1308.6999999999998,40,1248,308,60,40,10,BU03611003,WK036110,GM0361,2555.0,21,20,624232.5,1.0,21,1138.0,True,4986.53961,4587.6164412,7175.502638799999,11763.119079999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1484EA,2688.0,1605.0,1069.5,28,2437,476,60,40,5,BU03611002,WK036110,GM0361,2649.0,16,16,350992.5,1.0,16,930.0,True,4075.11585,3749.1065820000003,5863.987218,9613.0938,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1484EB,3003.0,965.0,1131.6,41,2986,375,100,0,0,BU03611002,WK036110,GM0361,3075.0,21,21,424437.5,1.0,21,984.0,True,4311.735479999999,3966.7966416,6204.476798399999,10171.273439999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1484EC,3066.0,716.0,1492.6999999999998,27,2392,0,40,60,10,BU03611002,WK036110,GM0361,2413.0,16,15,705312.5,0.9333333333333333,15,1298.0,True,5687.63481,5232.6240252,8184.3606548,13416.98468,0.61,0.9333333333333333,0.06666666666666665,0.9333333333333333,0.06666666666666665,0.9333333333333333,0.06666666666666665
1484ED,5441.0,1253.0,1917.05,42,2409,417,100,0,0,BU03611002,WK036110,GM0361,3033.0,24,21,1002990.0,0.9583333333333334,24,1667.0,True,7304.535615,6720.1727658,10511.039454200001,17231.21222,0.61,0.9583333333333334,0.04166666666666663,0.9583333333333334,0.04166666666666663,0.9583333333333334,0.04166666666666663
1484EE,1346.0,0.0,1181.05,44,14773,322,0,0,0,BU03611002,WK036110,GM0361,3832.0,24,23,1175382.5,0.9583333333333334,24,1027.0,True,4500.154815,4140.1424298,6475.607390199999,10615.749819999999,0.61,0.9583333333333334,0.04166666666666663,0.9583333333333334,0.04166666666666663,0.9583333333333334,0.04166666666666663
1484EG,3103.0,714.0,1324.8,41,2769,388,100,0,0,BU03611002,WK036110,GM0361,3054.0,21,21,997187.5,1.0,21,1152.0,True,5047.885439999999,4644.0546048,7263.7777152,11907.83232,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1484EH,3026.0,927.0,1077.55,37,2001,289,90,0,0,BU03611002,WK036110,GM0361,2500.0,21,21,761075.0,1.0,21,937.0,True,4105.788765,3777.3256638000003,5908.124756199999,9685.45042,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1484EJ,3548.0,1842.0,1653.6999999999998,38,2169,486,90,0,0,BU03611002,WK036110,GM0361,3303.0,24,21,1092082.5,0.9545454545454546,22,1438.0,True,6301.093109999999,5797.005661199999,9067.1114188,14864.117079999998,0.61,0.9545454545454546,0.045454545454545414,0.9545454545454546,0.045454545454545414,0.9545454545454546,0.045454545454545414
1484EK,3702.0,1438.0,1277.6499999999999,34,2261,432,90,0,0,BU03611002,WK036110,GM0361,2518.0,18,18,838525.0,1.0,18,1111.0,True,4868.229794999999,4478.771411399999,7005.257848599998,11484.029259999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1484EL,3567.0,1196.0,2132.1,29,2217,492,80,0,0,BU03611002,WK036110,GM0361,2689.0,16,14,992985.0,0.9411764705882353,17,1854.0,True,8123.940629999999,7474.0253796,11690.1422604,19164.16764,0.61,0.9411764705882353,0.05882352941176472,0.9411764705882353,0.05882352941176472,0.9411764705882353,0.05882352941176472
1484EM,4187.0,1087.0,1829.6499999999999,33,2296,598,90,0,0,BU03611002,WK036110,GM0361,2919.0,16,16,951147.5,1.0,16,1591.0,True,6971.515394999999,6413.7941634,10031.831896599999,16445.62606,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1484EN,3776.0,1758.0,1826.1999999999998,27,2661,511,70,0,0,BU03611002,WK036110,GM0361,2836.0,18,17,1003422.5,0.85,20,1588.0,True,6958.369859999999,6401.700271199999,10012.9158088,16414.61608,0.61,0.85,0.15000000000000002,0.85,0.15000000000000002,0.85,0.15000000000000002
1484EP,2874.0,1209.0,1443.25,37,3604,430,80,0,0,BU03611002,WK036110,GM0361,2979.0,19,19,857790.0,1.0,19,1255.0,True,5499.215474999999,5059.2782369999995,7913.230063,12972.5083,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1484ER,2837.0,1342.0,1436.35,29,1957,288,80,0,0,BU03611002,WK036110,GM0361,1944.0,16,15,733217.5,1.0,16,1249.0,True,5472.924405,5035.0904526,7875.3978873999995,12910.48834,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1484ES,4943.0,3358.0,2117.1499999999996,19,1660,561,100,0,0,BU03611002,WK036110,GM0361,1687.0,11,10,432497.5,1.0,11,1841.0,True,8066.976644999999,7421.618513399999,11608.172546599997,19029.791059999996,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1484ET,2895.0,589.0,822.2499999999999,20,633,270,90,0,0,BU03611002,WK036110,GM0361,1005.0,11,11,209175.0,1.0,11,715.0,True,3133.019175,2882.377641,4508.334258999999,7390.711899999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1484EV,2766.0,1170.0,1216.6999999999998,28,2260,432,90,0,0,BU03611002,WK036110,GM0361,2036.0,15,15,352235.0,1.0,15,1058.0,True,4635.992009999999,4265.112649199999,6671.073630799999,10936.186279999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1484EW,2102.0,526.0,775.0999999999999,20,772,231,0,80,10,BU03611002,WK036110,GM0361,971.0,12,12,159725.0,1.0,12,674.0,True,2953.363529999999,2717.0944475999995,4249.8143924,6966.908839999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1484EX,3478.0,123.0,618.6999999999999,24,603,221,0,80,10,BU03611002,WK036110,GM0361,811.0,12,12,129005.0,1.0,12,538.0,True,2357.43261,2168.8380012,3392.2850787999996,5561.123079999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1484EZ,3539.0,1747.0,1508.8,28,2949,470,100,0,0,BU03611002,WK036110,GM0361,2865.0,19,15,474600.0,1.0,19,1312.0,True,5748.980640000001,5289.0621888000005,8272.635731199998,13561.697919999999,0.6099999999999999,1.0,0.0,1.0,0.0,1.0,0.0
1484PA,0.0,0.0,2540.35,64,1996,0,0,0,0,BU03611002,WK036110,GM0361,1096.0,7,8,387230.0,1.0,7,2209.0,True,9679.495604999998,8905.1359566,13928.5459834,22833.68194,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1484PB,7439.0,3041.0,2540.35,64,1996,686,0,0,0,BU03611002,WK036110,GM0361,3380.0,11,4,1155687.5,0.9090909090909091,11,2209.0,True,9679.495604999998,8905.1359566,13928.5459834,22833.68194,0.61,0.9090909090909091,0.09090909090909094,0.9090909090909091,0.09090909090909094,0.9090909090909091,0.09090909090909094
1484PC,5920.0,1436.0,2540.35,64,1996,773,0,0,0,BU03611002,WK036110,GM0361,1855.0,8,2,632147.5,0.8888888888888888,9,2209.0,True,9679.495604999998,8905.1359566,13928.5459834,22833.68194,0.61,0.8888888888888888,0.11111111111111116,0.8888888888888888,0.11111111111111116,0.8888888888888888,0.11111111111111116
1485ET,0.0,0.0,0.0,0,0,671,100,0,0,BU03611000,WK036110,GM0361,4413.0,24,21,1156337.5,0.9583333333333334,24,0.0,True,0.0,0.0,1156337.5,1156337.5,1.0,0.9583333333333334,0.04166666666666663,0.9583333333333334,0.04166666666666663,0.9583333333333334,0.04166666666666663
1485EV,5975.0,433.0,1752.6,28,2437,807,80,0,0,BU03611000,WK036110,GM0361,2523.0,15,14,653682.5,0.8666666666666667,15,1524.0,True,6677.931779999999,6143.697237599999,9609.372602399999,15753.069839999998,0.61,0.8666666666666667,0.1333333333333333,0.8666666666666667,0.1333333333333333,0.8666666666666667,0.1333333333333333
1486MC,2914.0,2136.0,1567.4499999999998,23,2517,0,0,0,0,BU03611001,WK036110,GM0361,173.0,1,1,46710.0,1.0,1,1363.0,True,5972.454734999999,5494.6583562,8594.209223799999,14088.867579999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1486MD,2914.0,2136.0,1567.4499999999998,23,2517,0,100,0,0,BU03611001,WK036110,GM0361,2025.0,13,13,342432.5,1.0,13,1363.0,True,5972.454734999999,5494.6583562,8594.209223799999,14088.867579999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1486MG,0.0,0.0,0.0,0,0,429,90,0,0,BU03611001,WK036110,GM0361,3842.0,31,21,1309730.0,0.8333333333333334,24,0.0,True,0.0,0.0,1309730.0,1309730.0,1.0,0.8333333333333334,0.16666666666666663,0.8333333333333334,0.16666666666666663,0.8333333333333334,0.16666666666666663
1486MH,2900.0,97.0,1363.8999999999999,44,2697,403,0,0,0,BU03611001,WK036110,GM0361,1364.28,11,8,534074.8,0.5833333333333334,12,1186.0,True,5196.86817,4781.1187164,7478.160043599999,12259.27876,0.61,0.5833333333333334,0.41666666666666663,0.5833333333333334,0.41666666666666663,0.5833333333333334,0.41666666666666663
1486MJ,3441.0,1256.0,1363.8999999999999,44,2697,433,90,0,0,BU03611001,WK036110,GM0361,2681.0,17,15,903505.0,1.0,17,1186.0,True,5196.86817,4781.1187164,7478.160043599999,12259.27876,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1486MK,3338.0,1205.0,1151.1499999999999,55,4264,403,80,20,0,BU03611001,WK036110,GM0361,3338.0,30,29,810827.5,1.0,30,1001.0,True,4386.226844999999,4035.3286973999993,6311.6679626,10346.996659999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1486ML,3624.0,1228.0,1649.1,28,3064,464,90,0,0,BU03611001,WK036110,GM0361,2559.0,17,17,859065.0,0.8235294117647058,17,1434.0,True,6283.565729999999,5780.8804715999995,9041.889968399999,14822.770439999998,0.61,0.8235294117647058,0.17647058823529416,0.8235294117647058,0.17647058823529416,0.8235294117647058,0.17647058823529416
1486MN,3647.0,717.0,1285.6999999999998,45,2326,323,0,0,0,BU03611001,WK036110,GM0361,655.0,8,7,241457.5,1.0,8,1118.0,True,4898.9027099999985,4506.990493199999,7049.395386799999,11556.385879999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1486MP,3647.0,717.0,1285.6999999999998,45,2326,309,90,0,0,BU03611001,WK036110,GM0361,1701.0,16,16,555270.0,1.0,16,1118.0,True,4898.9027099999985,4506.990493199999,7049.395386799999,11556.385879999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1486MR,2538.0,603.0,1392.6499999999999,24,1296,261,60,40,5,BU03611001,WK036110,GM0361,1737.0,14,14,529682.5,1.0,14,1211.0,True,5306.414295,4881.901151399999,7635.794108599999,12517.695259999999,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1486MS,4167.0,1279.0,1676.6999999999998,45,4044,393,100,0,0,BU03611001,WK036110,GM0361,3663.0,26,24,950637.5,1.0,26,1458.0,True,6388.730009999999,5877.6316092,9193.218670799997,15070.850279999997,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1486MT,2310.0,826.0,1079.85,64,2883,282,70,30,10,BU03611001,WK036110,GM0361,3850.0,36,35,801622.5,0.9459459459459459,37,939.0,True,4114.552455,3785.3882586,5920.735481399999,9706.123739999999,0.61,0.9459459459459459,0.05405405405405406,0.9459459459459459,0.05405405405405406,0.9459459459459459,0.05405405405405406
1486MV,2952.0,443.0,1429.4499999999998,21,1325,376,100,0,0,BU03611001,WK036110,GM0361,1723.3899999999999,13,10,581092.4,0.9166666666666666,12,1243.0,True,5446.6333349999995,5010.902668199999,7837.565711799999,12848.468379999998,0.61,0.9166666666666666,0.08333333333333337,0.9166666666666666,0.08333333333333337,0.9166666666666666,0.08333333333333337
1486MX,2460.0,1361.0,1300.6499999999999,18,876,0,0,0,0,BU03611001,WK036110,GM0361,1064.87,10,9,412278.55,0.5833333333333334,12,1131.0,True,4955.866695,4559.3973594,7131.3651006,11690.76246,0.61,0.5833333333333334,0.41666666666666663,0.5833333333333334,0.41666666666666663,0.5833333333333334,0.41666666666666663
1486MZ,3590.0,1314.0,1792.85,42,2113,542,100,0,0,BU03611001,WK036110,GM0361,4077.9,24,20,1034684.0,0.9166666666666666,24,1559.0,True,6831.296354999999,6284.792646599999,9830.0602934,16114.852939999999,0.61,0.9166666666666666,0.08333333333333337,0.9166666666666666,0.08333333333333337,0.9166666666666666,0.08333333333333337
1486ND,3069.0,2239.0,1563.9999999999998,31,3117,560,0,0,0,BU03611001,WK036110,GM0361,1087.0,6,6,172015.0,1.0,6,1360.0,True,5959.309199999999,5482.564463999999,8575.293135999998,14057.857599999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1486NE,3069.0,2239.0,1563.9999999999998,31,3117,0,100,0,0,BU03611001,WK036110,GM0361,1589.0,11,11,278912.5,1.0,11,1360.0,True,5959.309199999999,5482.564463999999,8575.293135999998,14057.857599999998,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1486NG,2682.0,1219.0,1239.6999999999998,47,4803,337,0,0,0,BU03611001,WK036110,GM0361,1094.0,9,9,185415.0,1.0,9,1078.0,True,4723.628909999999,4345.738597199999,6797.180882799998,11142.919479999997,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1486NH,2682.0,1219.0,1239.6999999999998,47,4803,363,100,0,0,BU03611001,WK036110,GM0361,2400.0,17,17,426975.0,1.0,17,1078.0,True,4723.628909999999,4345.738597199999,6797.180882799998,11142.919479999997,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1486PD,14413.0,3269.0,1531.8,61,4026,570,0,0,0,BU03611001,WK036110,GM0361,1468.0,8,7,360362.5,1.0,8,1332.0,True,5836.617540000001,5369.688136800001,8398.7429832,13768.431120000001,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1487MA,2719.0,548.0,0.0,0,0,0,0,0,0,BU03611004,WK036110,GM0361,414.33,2,0,169875.3,0.5,2,0.0,True,0.0,0.0,169875.3,169875.3,1.0,0.5,0.5,0.5,0.5,0.5,0.5
1487MB,2719.0,548.0,1531.8,61,4026,360,90,0,0,BU03611004,WK036110,GM0361,3099.0,25,25,825200.0,0.96,25,1332.0,True,5836.617540000001,5369.688136800001,8398.7429832,13768.431120000001,0.61,0.96,0.040000000000000036,0.96,0.040000000000000036,0.96,0.040000000000000036
1487MC,3250.0,428.0,1584.6999999999998,39,1931,0,0,0,0,BU03611004,WK036110,GM0361,2917.0,21,20,909657.5,1.0,21,1378.0,True,6038.18241,5555.1278172,8688.7896628,14243.91748,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1487MD,3269.0,790.0,2245.95,44,3352,451,100,0,0,BU03611004,WK036110,GM0361,3868.0,28,23,922502.5,0.9166666666666666,24,1953.0,True,8557.743285,7873.123822200001,12314.373157799999,20187.49698,0.61,0.9166666666666666,0.08333333333333337,0.9166666666666666,0.08333333333333337,0.9166666666666666,0.08333333333333337
1487ME,2687.0,3.0,3401.7,35,2746,135,100,0,0,BU03611004,WK036110,GM0361,35039.0,319,7,9206067.5,0.08801955990220049,409,2958.0,True,12961.497509999997,11924.577709199999,8214648.660689922,8226573.238399122,0.998550480575127,0.08801955990220049,0.9119804400977995,0.08801955990220049,0.9119804400977995,0.08801955990220049,0.9119804400977995
1488AB,4496.0,2200.0,1975.9415,14,3901,478,90,0,0,BU03611005,WK036110,GM0361,2162.0,15,13,716050.0,0.875,16,1718.21,True,7528.929897450001,6926.615505654001,58570.603739612656,65497.21924526666,0.8942456552282626,0.875,0.125,0.875,0.125,0.875,0.125
1488AC,13815.0,4776.0,3867.3694999999993,15,8303,0,0,0,0,BU03611005,WK036110,GM0361,2202.0,13,5,601867.5,0.8333333333333334,6,3362.93,True,14735.838005849999,13556.970965382,21204.493048417997,34761.464013799996,0.61,0.8333333333333334,0.16666666666666663,0.8333333333333334,0.16666666666666663,0.8333333333333334,0.16666666666666663
1488AE,13815.0,4776.0,3867.3694999999993,15,8303,0,0,0,0,BU03611005,WK036110,GM0361,955.0,3,3,147200.0,1.0,3,3362.93,True,14735.838005849999,13556.970965382,21204.493048417997,34761.464013799996,0.61,1.0,0.0,1.0,0.0,1.0,0.0
1488AG,13815.0,4776.0,3401.7,35,2746,570,80,0,0,BU03611005,WK036110,GM0361,3300.0,14,12,1136110.0,0.8666666666666667,15,2958.0,True,12961.497509999997,11924.577709199999,18651.262570799998,30575.840279999997,0.61,0.8666666666666667,0.1333333333333333,0.8666666666666667,0.1333333333333333,0.8666666666666667,0.1333333333333333
1488AH,14082.0,7175.0,2021.6999999999998,49,4747,0,0,0,0,BU03611005,WK036110,GM0361,1584.0,6,4,604712.5,0.6,5,1758.0,True,7703.283509999998,7087.020829199999,11084.8274508,18171.84828,0.61,0.6,0.4,0.6,0.4,0.6,0.4
1488AJ,14082.0,7175.0,3867.3694999999993,49,8303,436,0,0,0,BU03611005,WK036110,GM0361,1199.0,7,7,437950.0,1.0,7,3362.93,True,14735.838005849999,13556.970965382,21204.493048417997,34761.464013799996,0.61,1.0,0.0,1.0,0.0,1.0,0.0
